### You plan to migrate App1 to Azure. You need to recommend a storage solution for App1 that meets the security and compliance requirements. Which type of storage should you recommend, and how should you recommend configuring the storage?

- [x] Storage account type: Standard general-purpose v2. Configuration: NFSv3.
- [ ] Storage account type: Standard general-purpose v2. Configuration: Large file shares.
- [ ] Storage account type: Premium page blobs. Configuration: Hierarchical namespace.
- [ ] Storage account type: Premium file shares. Configuration: NFSv3.

**[⬆ Back to Top](#table-of-contents)**

### Your company has the divisions shown in the following table. You plan to deploy a custom application to each subscription. The application will contain the following: A resource group. An Azure web app. Custom role assignments. An Azure Cosmos DB account. You need to use Azure Blueprints to deploy the application to each subscription. What is the minimum number of objects required to deploy the application?

- [ ] Management groups: 1. Blueprint definitions: 2. Blueprint assignments: 1.
- [ ] Management groups: 2. Blueprint definitions: 2. Blueprint assignments: 2.
- [x] Management groups: 2. Blueprint definitions: 2. Blueprint assignments: 4.
- [ ] Management groups: 4. Blueprint definitions: 4. Blueprint assignments: 2.

**[⬆ Back to Top](#table-of-contents)**

### What should you implement to meet the identity requirements?

- [ ] Service: Azure Automation. Feature: Access reviews.
- [x] Service: The Azure AD Privileged Identity Management (PIM). Feature: Access reviews.
- [ ] Service: The Azure AD Privileged Identity Management (PIM). Feature: Approvals.
- [ ] Service: Azure Automation. Feature: Runbooks.

**[⬆ Back to Top](#table-of-contents)**

### You plan to import data from your on-premises environment to Azure. The data Is shown in the following table. What should you recommend using to migrate the data?

- [ ] From the SQL Server 2012 database: Data Migration Assistant. From the table in the SQL Server 2014 database: AzCopy.
- [ ] From the SQL Server 2012 database: Data Management Gateway. From the table in the SQL Server 2014 database: Data Migration Assistant.
- [ ] From the SQL Server 2012 database: Azure Cosmos DB Data Migration Tool. From the table in the SQL Server 2014 database: Data Migration Assistant.
- [x] From the SQL Server 2012 database: Data Migration Assistant. From the table in the SQL Server 2014 database: Azure Cosmos DB Data Migration Tool.

**[⬆ Back to Top](#table-of-contents)**

### Your organization has developed and deployed several Azure App Service Web and API applications. The applications use Azure Key Vault to store several authentication, storage account, and data encryption keys. Several departments have the following requests to support the applications. You need to recommend the appropriate Azure service for each department request. What should you recommend?

- [ ] Security: Azure AD Privileged Identity Management. Development: Azure AD Connect. Quality Assurance: Azure AD Identity Protection.
- [ ] Security: Azure AD Identity Protection. Development: Azure AD Connect. Quality Assurance: Privileged Identity Management.
- [x] Security: Azure AD Privileged Identity Management. Development: Azure AD Managed Service Identity. Quality Assurance: Azure AD Privileged Identity Management.
- [ ] Security: Azure AD Identity Protection. Development: Azure AD Managed Service Identity. Quality Assurance: Azure AD Connect.

**[⬆ Back to Top](#table-of-contents)**

### You need to recommend a solution that meets the data requirements for App1. What should you recommend deploying to each availability zone that contains an instance of App1?

- [x] An Azure Cosmos DB that uses multi-region writes.
- [ ] An Azure Storage account that uses geo-zone-redundant storage (GZRS).
- [ ] An Azure Data Lake store that uses geo-zone-redundant storage (GZRS).
- [ ] An Azure SQL database that uses active geo-replication.

**[⬆ Back to Top](#table-of-contents)**

### You need to recommend a solution to meet the database retention requirement. What should you recommend?

- [x] Configure a long-term retention policy for the database.
- [ ] Configure Azure Site Recovery.
- [ ] Configure geo replication of the database.
- [ ] Use automatic Azure SQL Database backups.

**[⬆ Back to Top](#table-of-contents)**

"HOTSPOT
You need to recommend a solution to ensure that App1 can access the third-party credentials and access strings. The solution must meet the security requirements.
What should you include in the recommendation? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.

- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME"

"HOTSPOT
You are evaluating whether to use Azure Traffic Manager and Azure Application Gateway to meet the connection requirements for App1.
What is the minimum numbers of instances required for each service? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.

- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME"
"
### What should you include in the recommendation?A .
- [ ] Use Azure Site Recovery to replicate the SQL servers to Azure.
- [ ] Use SQL Server transactional replication.
- [ ] Copy the BACPAC file that contains the Azure SQL database file to Azure Blob storage.
- [x] D . Copy the VHD that contains the Azure SQL database files to Azure Blob storage
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME"
"Topic 4, Misc Questions

- [ ] PLEASE_DELETE_ME
- [x]
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME"
"
### What should you include in the recommendation?A .
- [x] Azure Activity Log
- [ ] Azure Monitor action groups
- [ ] Azure Advisor
- [ ] D . Azure Monitor metrics
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME"
"HOTSPOT
You need to design a storage solution for an app that will store large amounts of frequently used data.
The solution must meet the following requirements:
✑ Maximize data throughput.
✑ Prevent the modification of data for one year.
✑ Minimize latency for read and write operations.
Which Azure Storage account type and storage service should you recommend? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.

- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME"
"HOTSPOT
You need to recommend an Azure Storage Account configuration for two applications named Application1 and Applications.
The configuration must meet the following requirements:
• Storage for Application1 must provide the highest possible transaction rates and the lowest possible latency.
• Storage for Application2 must provide the lowest possible storage costs per GB.
• Storage for both applications must be optimized for uploads and downloads.
• Storage for both applications must be available in an event of datacenter failure.
What should you recommend? To answer, select the appropriate options in the answer area NOTE: Each correct selection is worth one point

- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME"
"HOTSPOT
To meet the authentication requirements of Fabrikam, what should you include in the solution? To answer, select the appropriate options in the answer area. NOTE: Each correct selection is worth one point.

- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
- [ ] PLEASE_DELETE_ME
